[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	11/22/2019 9:02:46 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC	Vial 2-46	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:05:13 AM	1	1	NPOC	72.32	-92.77	NPOC:-92.34mg/L	0	50	
Unknown	NPOC	Vial 2-46	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:08:44 AM	1	2	NPOC	71.64	-91.90	NPOC:-92.34mg/L	0	50	
Unknown	NPOC	Vial 2-47	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:19:40 AM	1	1	NPOC	72.29	-92.73	NPOC:-93.84mg/L	0	50	
Unknown	NPOC	Vial 2-47	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:23:22 AM	1	2	NPOC	74.02	-94.95	NPOC:-93.84mg/L	0	50	
Unknown	NPOC	Vial 2-48	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:34:15 AM	1	1	NPOC	56.28	-72.20	NPOC:-72.57mg/L	0	50	
Unknown	NPOC	Vial 2-48	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:37:37 AM	1	2	NPOC	56.87	-72.95	NPOC:-72.57mg/L	0	50	
Unknown	NPOC	Vial 2-49	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:48:26 AM	1	1	NPOC	53.41	-68.51	NPOC:-69.18mg/L	0	50	
Unknown	NPOC	Vial 2-49	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 12:51:43 AM	1	2	NPOC	54.44	-69.84	NPOC:-69.18mg/L	0	50	
Unknown	NPOC	Vial 2-50	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:02:31 AM	1	1	NPOC	69.36	-88.98	NPOC:-89.42mg/L	0	50	
Unknown	NPOC	Vial 2-50	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:05:59 AM	1	2	NPOC	70.06	-89.87	NPOC:-89.42mg/L	0	50	
Unknown	NPOC	Vial 2-51	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:16:56 AM	1	1	NPOC	69.41	-89.04	NPOC:-89.77mg/L	0	50	
Unknown	NPOC	Vial 2-51	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:20:33 AM	1	2	NPOC	70.55	-90.50	NPOC:-89.77mg/L	0	50	
Unknown	NPOC	Vial 2-52	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:32:13 AM	1	1	NPOC	445.4	-571.4	NPOC:-572.6mg/L	0	50	
Unknown	NPOC	Vial 2-52	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:36:15 AM	1	2	NPOC	447.3	-573.8	NPOC:-572.6mg/L	0	50	
Unknown	NPOC	Vial 2-53	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:47:53 AM	1	1	NPOC	507.5	-651.0	NPOC:-650.6mg/L	0	50	
Unknown	NPOC	Vial 2-53	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 1:51:55 AM	1	2	NPOC	506.8	-650.1	NPOC:-650.6mg/L	0	50	
Unknown	NPOC	Vial 2-54	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:03:36 AM	1	1	NPOC	464.4	-595.7	NPOC:-596.4mg/L	0	50	
Unknown	NPOC	Vial 2-54	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:07:34 AM	1	2	NPOC	465.4	-597.0	NPOC:-596.4mg/L	0	50	
Unknown	NPOC	Vial 2-55	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:17:35 AM	1	1	NPOC	14.75	-18.92	NPOC:-14.09mg/L	1	50	
Unknown	NPOC	Vial 2-55	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:20:29 AM	1	2	NPOC	11.43	-14.66	NPOC:-14.09mg/L	0	50	
Unknown	NPOC	Vial 2-55	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:23:21 AM	1	3	NPOC	10.53	-13.51	NPOC:-14.09mg/L	0	50	
Unknown	NPOC	Vial 2-56	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:33:30 AM	1	1	NPOC	5.784	-7.420	NPOC:-9.783mg/L	1	50	
Unknown	NPOC	Vial 2-56	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:36:08 AM	1	2	NPOC	7.664	-9.831	NPOC:-9.783mg/L	0	50	
Unknown	NPOC	Vial 2-56	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:38:46 AM	1	3	NPOC	7.588	-9.734	NPOC:-9.783mg/L	0	50	
Unknown	NPOC	Vial 2-57	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:48:31 AM	1	1	NPOC	5.130	-6.581	NPOC:-8.139mg/L	1	50	
Unknown	NPOC	Vial 2-57	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:51:09 AM	1	2	NPOC	6.560	-8.415	NPOC:-8.139mg/L	0	50	
Unknown	NPOC	Vial 2-57	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 2:53:47 AM	1	3	NPOC	6.130	-7.864	NPOC:-8.139mg/L	0	50	
Unknown	NPOC	Vial 2-58	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:03:29 AM	1	1	NPOC	5.870	-7.530	NPOC:-9.716mg/L	1	50	
Unknown	NPOC	Vial 2-58	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:06:15 AM	1	2	NPOC	7.535	-9.666	NPOC:-9.716mg/L	0	50	
Unknown	NPOC	Vial 2-58	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:08:53 AM	1	3	NPOC	7.613	-9.766	NPOC:-9.716mg/L	0	50	
Unknown	NPOC	Vial 2-59	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:18:29 AM	1	1	NPOC	5.440	-6.978	NPOC:-9.585mg/L	1	50	
Unknown	NPOC	Vial 2-59	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:21:15 AM	1	2	NPOC	7.571	-9.712	NPOC:-9.585mg/L	0	50	
Unknown	NPOC	Vial 2-59	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:23:49 AM	1	3	NPOC	7.373	-9.458	NPOC:-9.585mg/L	0	50	
Unknown	NPOC	Vial 2-60	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:33:41 AM	1	1	NPOC	4.753	-6.097	NPOC:-6.976mg/L	0	50	
Unknown	NPOC	Vial 2-60	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:36:27 AM	1	2	NPOC	9.061	-11.62	NPOC:-6.976mg/L	1	50	
Unknown	NPOC	Vial 2-60	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:39:17 AM	1	3	NPOC	6.123	-7.855	NPOC:-6.976mg/L	0	50	
Unknown	NPOC	Vial 2-61	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:49:01 AM	1	1	NPOC	4.485	-5.753	NPOC:-7.735mg/L	1	50	
Unknown	NPOC	Vial 2-61	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:51:38 AM	1	2	NPOC	6.168	-7.912	NPOC:-7.735mg/L	0	50	
Unknown	NPOC	Vial 2-61	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 3:54:16 AM	1	3	NPOC	5.891	-7.557	NPOC:-7.735mg/L	0	50	
Unknown	NPOC	Vial 2-62	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:04:17 AM	1	1	NPOC	8.481	-10.88	NPOC:-12.42mg/L	1	50	
Unknown	NPOC	Vial 2-62	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:07:02 AM	1	2	NPOC	10.06	-12.91	NPOC:-12.42mg/L	0	50	
Unknown	NPOC	Vial 2-62	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:09:43 AM	1	3	NPOC	9.299	-11.93	NPOC:-12.42mg/L	0	50	
Unknown	NPOC	Vial 2-63	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:21:12 AM	1	1	NPOC	305.2	-391.5	NPOC:-391.7mg/L	0	50	
Unknown	NPOC	Vial 2-63	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:25:06 AM	1	2	NPOC	305.5	-391.9	NPOC:-391.7mg/L	0	50	
Unknown	NPOC	Vial 2-64	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:35:05 AM	1	1	NPOC	10.45	-13.41	NPOC:-14.34mg/L	1	50	
Unknown	NPOC	Vial 2-64	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:37:53 AM	1	2	NPOC	11.41	-14.64	NPOC:-14.34mg/L	0	50	
Unknown	NPOC	Vial 2-64	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:40:48 AM	1	3	NPOC	10.95	-14.05	NPOC:-14.34mg/L	0	50	
Unknown	NPOC	Vial 2-65	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:50:43 AM	1	1	NPOC	8.485	-10.88	NPOC:-12.70mg/L	1	50	
Unknown	NPOC	Vial 2-65	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:53:26 AM	1	2	NPOC	9.908	-12.71	NPOC:-12.70mg/L	0	50	
Unknown	NPOC	Vial 2-65	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 4:56:05 AM	1	3	NPOC	9.900	-12.70	NPOC:-12.70mg/L	0	50	
Unknown	NPOC	Vial 2-66	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:05:44 AM	1	1	NPOC	4.448	-5.706	NPOC:-8.052mg/L	1	50	
Unknown	NPOC	Vial 2-66	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:08:17 AM	1	2	NPOC	6.450	-8.274	NPOC:-8.052mg/L	0	50	
Unknown	NPOC	Vial 2-66	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:10:54 AM	1	3	NPOC	6.104	-7.830	NPOC:-8.052mg/L	0	50	
Unknown	NPOC	Vial 2-67	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:20:49 AM	1	1	NPOC	4.864	-6.240	NPOC:-7.611mg/L	1	50	
Unknown	NPOC	Vial 2-67	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:23:19 AM	1	2	NPOC	5.983	-7.675	NPOC:-7.611mg/L	0	50	
Unknown	NPOC	Vial 2-67	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/22/2019 5:25:54 AM	1	3	NPOC	5.883	-7.547	NPOC:-7.611mg/L	0	50	
